Description;Description2;Data.Carbohydrate;Data.Cholesterol;Data.Kilocalories;Data.Protein;Data.Household Weights.1st Household Weight Description
KENTUCKY FRIED CHICK,ORIGINAL RECIPE,THIGH,MEAT ONLY;KENTUCKY FRIED CHICK,ORIGINAL RECIPE,THIGH,MEAT ONLY 1 thigh, without skin;28;118;192;233;1 thigh, without skin
KENTUCKY FRIED CHICK,ORIGINAL RECIPE,WING,MEAT ONLY;KENTUCKY FRIED CHICK,ORIGINAL RECIPE,WING,MEAT ONLY 1 wing, without skin;193;134;233;3067;1 wing, without skin
KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,SKN & BRDING;KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,SKN & BRDING ;2166;59;463;1084;
KENTUCKY FRIED CHICK,EX CRISPY,BREAST,MEAT ONLY;KENTUCKY FRIED CHICK,EX CRISPY,BREAST,MEAT ONLY 1 breast, without skin;15;87;166;2947;1 breast, without skin
KENTUCKY FRIED CHICK,EX CRISPY,DRUMSTK,MEAT ONLY;KENTUCKY FRIED CHICK,EX CRISPY,DRUMSTK,MEAT ONLY 1 drumstick, bone and skin removed;89;137;187;2675;1 drumstick, bone and skin removed
KENTUCKY FRIED CHICK,EX CRISPY,THIGH,MEAT ONLY;KENTUCKY FRIED CHICK,EX CRISPY,THIGH,MEAT ONLY 1 thigh, without skin;118;118;188;235;1 thigh, without skin
KENTUCKY FRIED CHICK,EX CRISPY,WING,MEAT ONLY;KENTUCKY FRIED CHICK,EX CRISPY,WING,MEAT ONLY 1 wing, without skin;434;146;262;3005;1 wing, without skin
KENTUCKY FRIED CHICK,ORIGINAL RECIPE,BREAST,MEAT & SKN;KENTUCKY FRIED CHICK,ORIGINAL RECIPE,BREAST,MEAT & SKN 1 breast, with skin;529;82;234;2415;1 breast, with skin
KENTUCKY FRIED CHICK,ORIGINAL RECIPE,DRUMSTK,MEAT & SKN;KENTUCKY FRIED CHICK,ORIGINAL RECIPE,DRUMSTK,MEAT & SKN 1 drumstick, with skin;553;117;245;2248;1 drumstick, with skin
KENTUCKY FRIED CHICK,ORIGINAL RECIPE,THIGH,MEAT & SKN;KENTUCKY FRIED CHICK,ORIGINAL RECIPE,THIGH,MEAT & SKN 1 thigh, with skin;702;99;266;1888;1 thigh, with skin
KENTUCKY FRIED CHICK,ORIGINAL RECIPE,WING,MEAT & SKN;KENTUCKY FRIED CHICK,ORIGINAL RECIPE,WING,MEAT & SKN 1 wing, with skin;804;109;291;2329;1 wing, with skin
KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,BREAST,MEAT & SKN;KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,BREAST,MEAT & SKN 1 breast, with skin;809;76;276;226;1 breast, with skin
KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,DRUMSTK,MEAT & SK;KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,DRUMSTK,MEAT & SK 1 drumstick, with skin;822;109;285;2113;1 drumstick, with skin
KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,THIGH,MEAT & SKN;KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,THIGH,MEAT & SKN 1 thigh, with skin;1054;91;314;1771;1 thigh, with skin
KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,WING,MEAT & SKN;KENTUCKY FRIED CHICK,FRIED CHICK,EX CRISPY,WING,MEAT & SKN 1 wing, with skin;1203;107;351;2152;1 wing, with skin
POPEYES,FRIED CHICK,MILD,BREAST,MEAT ONLY,SKN;POPEYES,FRIED CHICK,MILD,BREAST,MEAT ONLY,SKN 1 breast, without skin;99;108;168;2911;1 breast, without skin
POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT ONLY;POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT ONLY 1 drumstick, bone and skin removed;118;127;179;2622;1 drumstick, bone and skin removed
POPEYES,FRIED CHICK,MILD,SKN & BREADING;POPEYES,FRIED CHICK,MILD,SKN & BREADING ;2085;81;436;1202;
POPEYES,FRIED CHICK,MILD,THIGH,MEAT ONLY;POPEYES,FRIED CHICK,MILD,THIGH,MEAT ONLY 1 thigh, without skin;6;131;203;242;1 thigh, without skin
POPEYES,FRIED CHICK,MILD,WING,MEAT ONLY,SKN;POPEYES,FRIED CHICK,MILD,WING,MEAT ONLY,SKN 1 wing, without skin;311;132;239;2939;1 wing, without skin
POPEYES,FRIED CHICK,SPICY,BREAST,MEAT ONLY;POPEYES,FRIED CHICK,SPICY,BREAST,MEAT ONLY 1 breast, without skin;25;105;166;2904;1 breast, without skin
POPEYES,FRIED CHICK,SPICY,DRUMSTK,MEAT ONLY;POPEYES,FRIED CHICK,SPICY,DRUMSTK,MEAT ONLY 1 drumstick, bone and skin removed;33;128;187;2633;1 drumstick, bone and skin removed
POPEYES,FRIED CHICK,SPICY,SKN & BREADING;POPEYES,FRIED CHICK,SPICY,SKN & BREADING ;1939;80;440;1239;
POPEYES,FRIED CHICK,SPICY,THIGH,MEAT ONLY,SKN & BREADING;POPEYES,FRIED CHICK,SPICY,THIGH,MEAT ONLY,SKN & BREADING 1 thigh, without skin;52;129;201;2421;1 thigh, without skin
POPEYES,FRIED CHICK,SPICY,WING,MEAT ONLY;POPEYES,FRIED CHICK,SPICY,WING,MEAT ONLY 1 wing, without skin;245;132;244;2971;1 wing, without skin
POPEYES,FRIED CHICK,SPICY,BREAST,MEAT & SKN W/ BREADING;POPEYES,FRIED CHICK,SPICY,BREAST,MEAT & SKN W/ BREADING 1 breast, with skin;708;96;264;231;1 breast, with skin
POPEYES,FRIED CHICK,SPICY,DRUMSTK,MEAT & SKN W/ BREADING;POPEYES,FRIED CHICK,SPICY,DRUMSTK,MEAT & SKN W/ BREADING 1 drumstick, with skin;549;115;256;2255;1 drumstick, with skin
POPEYES,FRIED CHICK,SPICY,THIGH,MEAT & SKN W/ BREADING;POPEYES,FRIED CHICK,SPICY,THIGH,MEAT & SKN W/ BREADING 1 thigh, with skin;879;108;305;1903;1 thigh, with skin
POPEYES,FRIED CHICK,SPICY,WING,MEAT & SKN W/ BREADING;POPEYES,FRIED CHICK,SPICY,WING,MEAT & SKN W/ BREADING 1 wing, with skin;1174;104;351;2022;1 wing, with skin
POPEYES,FRIED CHICK,MILD,BREAST,MEAT & SKN W/ BREADING;POPEYES,FRIED CHICK,MILD,BREAST,MEAT & SKN W/ BREADING 1 breast, with skin;814;98;265;2296;1 breast, with skin
POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT & SKN W/ BREADING;POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT & SKN W/ BREADING 1 drumstick, with skin;954;108;288;2019;1 drumstick, with skin
POPEYES,FRIED CHICK,MILD,THIGH,MEAT & SKN W/ BREADING;POPEYES,FRIED CHICK,MILD,THIGH,MEAT & SKN W/ BREADING 1 thigh, with skin;985;108;310;1863;1 thigh, with skin
POPEYES,FRIED CHICK,MILD,WING,MEAT & SKN W/ BREADING;POPEYES,FRIED CHICK,MILD,WING,MEAT & SKN W/ BREADING 1 wing, with skin;1264;105;345;2006;1 wing, with skin
MCDONALD'S,BISCUIT,LRG SIZE;MCDONALD'S,BISCUIT,LRG SIZE 1 item, 3.2 oz;4376;0;344;616;1 item, 3.2 oz
KRAFT MACARONI & CHEESE DINNER ORIGINAL FLAVOR,UNPREP;KRAFT MACARONI & CHEESE DINNER ORIGINAL FLAVOR,UNPREP 1 NLEA Serving,  (makes about 1 cup prepared);679;14;370;162;1 NLEA Serving,  (makes about 1 cup prepared)
MORNINGSTAR FARMS GARDEN VEGGIE PATTIES,FRZ,UNPREP;MORNINGSTAR FARMS GARDEN VEGGIE PATTIES,FRZ,UNPREP 1 patty;137;2;176;178;1 patty
MORNINGSTAR FARMS AMERICA'S ORIGINAL VEGGIE DOG,FRZ,UNPREP;MORNINGSTAR FARMS AMERICA'S ORIGINAL VEGGIE DOG,FRZ,UNPREP 1 link;123;0;132;197;1 link
MORNINGSTAR FARMS GRILLERS RECIPE CRUMBLES,FRZ,UNPREP;MORNINGSTAR FARMS GRILLERS RECIPE CRUMBLES,FRZ,UNPREP .67 cup;77;0;131;178;.67 cup
MORNINGSTAR FARMS GRILLERS VEGAN,FRZ,UNPREP;MORNINGSTAR FARMS GRILLERS VEGAN,FRZ,UNPREP 1 patty;91;0;132;163;1 patty
MORNINGSTAR FARMS VEGGIE SAUSAGE PATTIES,FRZ,UNPREP;MORNINGSTAR FARMS VEGGIE SAUSAGE PATTIES,FRZ,UNPREP 1 patty;88;2;210;258;1 patty
MORNINGSTAR FARMS SPICY BLACK BEAN BURGER,FRZ,UNPREP;MORNINGSTAR FARMS SPICY BLACK BEAN BURGER,FRZ,UNPREP 1 patty;197;1;171;161;1 patty
GREEN GIANT,HARVEST BURGER,ORIG FLAV,ALL VEG PROT PATTY,FRZ;GREEN GIANT,HARVEST BURGER,ORIG FLAV,ALL VEG PROT PATTY,FRZ 1 package;78;0;153;200;1 package
LOMA LINDA BIG FRANKS,CND,UNPREP;LOMA LINDA BIG FRANKS,CND,UNPREP 1 link;577;0;217;2147;1 link
MORNINGSTAR FARMS VEGAN BURGER MADE W/ ORG SOY,FRZ,UNPREP;MORNINGSTAR FARMS VEGAN BURGER MADE W/ ORG SOY,FRZ,UNPREP 1 patty;107;0;138;189;1 patty
NESTLE,CHEF-MATE CHILI W/BNS,CND;NESTLE,CHEF-MATE CHILI W/BNS,CND 1 cup;135;16;166;70;1 cup
NESTLE,CHEF-MATE CHILI WO/BNS,CND;NESTLE,CHEF-MATE CHILI WO/BNS,CND 1 cup;80;22;147;90;1 cup
NESTLE,CHEF-MATE CORNED BF HASH,CND;NESTLE,CHEF-MATE CORNED BF HASH,CND 1 cup;110;28;180;83;1 cup
Macaroni and Cheese, canned entree;Macaroni and Cheese, canned entree 1 serving;1152;6;82;338;1 serving
JIMMY DEAN,SAUSAGE BISCUITS,BRKFST SNDWCH,FRZ;JIMMY DEAN,SAUSAGE BISCUITS,BRKFST SNDWCH,FRZ 1 package;241;33;401;99;1 package
SPAGHETTI W/ MEAT SAU,FRZ ENTREE;SPAGHETTI W/ MEAT SAU,FRZ ENTREE 1 serving;1524;6;90;505;1 serving
HEALTHY CHOIC BF MACARONI,FRZ ENTREE;HEALTHY CHOIC BF MACARONI,FRZ ENTREE 1 serving;1394;6;88;589;1 serving
NALLEY CHILI CON CARNE W/BNS,CND ENTREE;NALLEY CHILI CON CARNE W/BNS,CND ENTREE 1 package,  yields;46;10;109;156;1 package,  yields
OLD EL PASO CHILI W/BNS,CND ENTREE;OLD EL PASO CHILI W/BNS,CND ENTREE 1 package,  yields;95;16;109;77;1 package,  yields
CHEF BOYARDEE BF RAVIOLI IN TOMATO & MEAT SAU,CND ENTREE;CHEF BOYARDEE BF RAVIOLI IN TOMATO & MEAT SAU,CND ENTREE 1 cup;1358;3;92;33;1 cup
CHEF BOYARDEE BEEFARONI,MACARONI W/BEEF IN TOMATO SAU,CND;CHEF BOYARDEE BEEFARONI,MACARONI W/BEEF IN TOMATO SAU,CND 1 cup;1358;3;92;33;1 cup
CHEF BOYARDEE MINI RAVIOLI,BF RAVIOLI TOMATO, MEAT SAU,CND;CHEF BOYARDEE MINI RAVIOLI,BF RAVIOLI TOMATO, MEAT SAU,CND 1 cup;1236;3;92;327;1 cup
CHEF BOYARDEE SPAGHETTI & MEATBALLS IN TOMATO SAU,CND ENTREE;CHEF BOYARDEE SPAGHETTI & MEATBALLS IN TOMATO SAU,CND ENTREE 1 cup;119;7;100;437;1 cup
PASTA W/SLICED FRANKS IN TOMATO SAU,CND ENTREE;PASTA W/SLICED FRANKS IN TOMATO SAU,CND ENTREE 1 serving;119;9;104;37;1 serving
BANQUET CHICK POT PIE,FRZ ENTREE';BANQUET CHICK POT PIE,FRZ ENTREE' 1 pie;1802;15;192;559;1 pie
MARIE CALLENDER'S CHICK POT PIE,FRZ ENTREE;MARIE CALLENDER'S CHICK POT PIE,FRZ ENTREE 1 pie;1918;9;235;683;1 pie
STOUFFER'S CHICK PIE,FRZ ENTREE;STOUFFER'S CHICK PIE,FRZ ENTREE 1 package,  yields;2259;22;259;717;1 package,  yields
TURKEY POT PIE,FRZ ENTREE;TURKEY POT PIE,FRZ ENTREE 1 package,  yields;177;16;176;65;1 package,  yields
BEEF POT PIE,FRZ ENTREE,PREP;BEEF POT PIE,FRZ ENTREE,PREP 1 pie, cooked (average weight);2205;21;220;725;1 pie, cooked (average weight)
HOT POCKETS,BF&CHEDDAR STUFFED SNDWCH,FRZ;HOT POCKETS,BF&CHEDDAR STUFFED SNDWCH,FRZ 1 package,  yields;276;37;284;115;1 package,  yields
HOT POCKETS,CROISSANT POCKTS CHIK,BROC&CHDR STUFD SNDWCH,FRZ;HOT POCKETS,CROISSANT POCKTS CHIK,BROC&CHDR STUFD SNDWCH,FRZ 1 package,  yields;304;29;235;89;1 package,  yields
HOT POCKETS HAM 'N CHS STUFFED SNDWCH,FRZ;HOT POCKETS HAM 'N CHS STUFFED SNDWCH,FRZ 1 package,  yields;300;39;266;116;1 package,  yields
RED BARON PREMIUM POCKETS,ORIGINAL HAM&CHS,FRZ;RED BARON PREMIUM POCKETS,ORIGINAL HAM&CHS,FRZ 1 package,  yields;272;31;268;112;1 package,  yields
STOUFFER'S STUFFED PEPPERS W/ BF IN TOMATO SAU,FRZ ENTREE;STOUFFER'S STUFFED PEPPERS W/ BF IN TOMATO SAU,FRZ ENTREE 1 serving;873;8;73;372;1 serving
STOUFFER'S LASAGNA W/ MEAT & SAU,FRZ ENTREE;STOUFFER'S LASAGNA W/ MEAT & SAU,FRZ ENTREE 1 package,  yields;1257;13;116;804;1 package,  yields
BANQUET ORIG FRIED CHK THIGH,W/MASH POT & CORN IN SEASON SAU;BANQUET ORIG FRIED CHK THIGH,W/MASH POT & CORN IN SEASON SAU 1 meal;1335;30;170;959;1 meal
STOUFFER'S LN CUISINE SPAGHETTI W/ MEATBALLS & SAU,FRZ ENTRE;STOUFFER'S LN CUISINE SPAGHETTI W/ MEATBALLS & SAU,FRZ ENTRE 1 serving;1227;9;93;668;1 serving
STOUFFER'S LN CUISINE SWEDISH MEATBALLS W/ PASTE,FRZ ENTREE;STOUFFER'S LN CUISINE SWEDISH MEATBALLS W/ PASTE,FRZ ENTREE 1 serving;1214;19;106;856;1 serving
STOUFFER'S LN CUISINE MACARONI & BF IN TOMATO SAU,FRZ ENTREE;STOUFFER'S LN CUISINE MACARONI & BF IN TOMATO SAU,FRZ ENTREE 1 serving;1323;6;91;607;1 serving
STOUFFER'S LN CUISINE CHICK & VEG W/ VERMICELLI,FRZ ENTREE;STOUFFER'S LN CUISINE CHICK & VEG W/ VERMICELLI,FRZ ENTREE 1 serving;891;10;78;668;1 serving
STOUFFER'S LN CUISINE HS BF POT RST W/ WHIPPED POTATOES,FRZ;STOUFFER'S LN CUISINE HS BF POT RST W/ WHIPPED POTATOES,FRZ 1 serving;829;8;72;498;1 serving
STOUFFER'S CRMD CHIPPED BF,FRZ ENTREE;STOUFFER'S CRMD CHIPPED BF,FRZ ENTREE 1 serving;707;25;110;752;1 serving
STOUFFER'S LN CUISINE SPAGHETTI W/ MEAT SAU,FRZ ENTREE;STOUFFER'S LN CUISINE SPAGHETTI W/ MEAT SAU,FRZ ENTREE 1 serving;1491;4;87;431;1 serving
STOUFFER'S LN CUISINE ORIENTAL BF W/ VEG & RICE,FRZ ENTREE;STOUFFER'S LN CUISINE ORIENTAL BF W/ VEG & RICE,FRZ ENTREE 1 serving;1105;9;74;496;1 serving
STOUFFER'S HOMESTYLE SALISBURY STEAK IN GRAVY & MAC& CHS,FRZ;STOUFFER'S HOMESTYLE SALISBURY STEAK IN GRAVY & MAC& CHS,FRZ 1 serving,  16oz serving;747;14;102;636;1 serving,  16oz serving
PATIO BF & BEAN BURRITO,MILD,FRZ;PATIO BF & BEAN BURRITO,MILD,FRZ 1 burrito;3015;5;207;652;1 burrito
STOUFFER'S LN CUISINE HS STUFF CAB W/ MEAT SAU&WHPED POT,FRZ;STOUFFER'S LN CUISINE HS STUFF CAB W/ MEAT SAU&WHPED POT,FRZ 1 serving;907;5;73;403;1 serving
HEALTHY CHOIC CHICK TERIYAKI W/RICE MEDLEY BROCCOLI,FRZ MEAL;HEALTHY CHOIC CHICK TERIYAKI W/RICE MEDLEY BROCCOLI,FRZ MEAL 1 meal;1143;7;80;503;1 meal
HC CHK ENCHI SUPMA IN GRN CHILI SAU,MEXI  RICE,CORN MELY,FRZ;HC CHK ENCHI SUPMA IN GRN CHILI SAU,MEXI  RICE,CORN MELY,FRZ 1 meal;182;11;110;379;1 meal
CINNAMON SWIRL FRENCH TOAST W/SAUSAGE,FRZ BRKFST;CINNAMON SWIRL FRENCH TOAST W/SAUSAGE,FRZ BRKFST 1 package,  yields;245;63;266;84;1 package,  yields
SCRAMBLED EGGS&SAUSAGE W/HASHED BROWN POTATOES,FRZ BRKFST;SCRAMBLED EGGS&SAUSAGE W/HASHED BROWN POTATOES,FRZ BRKFST 1 package,  yields;97;160;204;71;1 package,  yields
GREEN GIANT,BROCCOLI IN CHS FLAV SAU,FRZ;GREEN GIANT,BROCCOLI IN CHS FLAV SAU,FRZ 1 cup;89;0;67;23;1 cup
THE BUDGET GOURMET,SPINACH AU GRATIN,FRZ;THE BUDGET GOURMET,SPINACH AU GRATIN,FRZ 1 package;74;27;143;43;1 package
BANQUET TKY & GRY W/DRESS ,MSHD POT & PEA IN SEASON SAU,FRZ;BANQUET TKY & GRY W/DRESS ,MSHD POT & PEA IN SEASON SAU,FRZ 1 meal;1087;14;99;593;1 meal
STOUFF LN CUISIN CHK ENCH SUIZA W/CRM SAU & MEXI-STYL RICE;STOUFF LN CUISIN CHK ENCH SUIZA W/CRM SAU & MEXI-STYL RICE 1 serving;1838;8;105;416;1 serving
STOUFFER'S CHK ENCHILA MEXIC-STY RICE W/ MONREY JACK CHS SAU;STOUFFER'S CHK ENCHILA MEXIC-STY RICE W/ MONREY JACK CHS SAU 1 serving;2154;18;150;542;1 serving
SMART ONES,CHICK ENCHILADAS SUIZA,SOUR CRM W/CHEESE,FRZ;SMART ONES,CHICK ENCHILADAS SUIZA,SOUR CRM W/CHEESE,FRZ 1 package,  yields;177;13;122;53;1 package,  yields
SMART ONES,RST TKY MEDALLIONS,MSHRM IN SAU W/RICE & VEG,FRZ;SMART ONES,RST TKY MEDALLIONS,MSHRM IN SAU W/RICE & VEG,FRZ 1 package;149;22;84;50;1 package
MARIE CALLENDER'S BF STROGANOFF & NOODLES, CARROTS, PEAS,FRZ;MARIE CALLENDER'S BF STROGANOFF & NOODLES, CARROTS, PEAS,FRZ 1 meal;1075;17;114;669;1 meal
BREAKFAST BURRITO,HAM&CHS FLAVOR,FRZ ENTREE;BREAKFAST BURRITO,HAM&CHS FLAVOR,FRZ ENTREE 1 package,  yields;281;194;214;97;1 package,  yields
TYSON CHICK FAJITA KIT,FRZ,PROD CD #2266-910;TYSON CHICK FAJITA KIT,FRZ,PROD CD #2266-910 1 fajita;1622;11;120;637;1 fajita
BANQUET HEARTY ONE STK DIN,GRY,MSHD POT, CORN SEASON SAU,FRZ;BANQUET HEARTY ONE STK DIN,GRY,MSHD POT, CORN SEASON SAU,FRZ 1 meal;992;14;138;513;1 meal
KID CUISINE CHK NUG, PSTA IN CHS SAU,CRN,CHOC PUDD W/SPRINK;KID CUISINE CHK NUG, PSTA IN CHS SAU,CRN,CHOC PUDD W/SPRINK 1 meal;1977;22;178;72;1 meal
BANQUET SLCED BF W/GRY, MASH POT, PEAS SEASON SAUC, FROZEN;BANQUET SLCED BF W/GRY, MASH POT, PEAS SEASON SAUC, FROZEN 1 meal;646;19;88;88;1 meal
HORMEL,DINTY MOORE BF STEW,CND ENTREE;HORMEL,DINTY MOORE BF STEW,CND ENTREE 1 cup;681;16;94;479;1 cup
HORMEL CORNED BF HASH,CND ENTREE;HORMEL CORNED BF HASH,CND ENTREE 1 cup;927;32;164;873;1 cup
BETTY CROCKER,HAMBURGER HELPER,CHEESEBURGER MACARONI,DRY MIX;BETTY CROCKER,HAMBURGER HELPER,CHEESEBURGER MACARONI,DRY MIX 1 package;643;9;395;110;1 package
HODGSON MILL,WHL WHEAT MACARONI&CHS DINNER,DRY MIX;HODGSON MILL,WHL WHEAT MACARONI&CHS DINNER,DRY MIX 1 package;692;8;376;141;1 package
LIPTON,ALFREDO EGG NOODLES IN A CREAMY SAU,DRY MIX;LIPTON,ALFREDO EGG NOODLES IN A CREAMY SAU,DRY MIX 1 cup;624;112;418;155;1 cup
HORMEL CHILI,NO BNS,CND ENTREE;HORMEL CHILI,NO BNS,CND ENTREE 1 cup;759;15;82;72;1 cup
HORMEL TURKEY CHILI W/BNS,CND ENTREE;HORMEL TURKEY CHILI W/BNS,CND ENTREE 1 cup;1035;14;82;758;1 cup
FREEZER QUEEN GRAVY&SLICED BF MEAL,MSHD POT&CARROTS,FRZ MEAL;FREEZER QUEEN GRAVY&SLICED BF MEAL,MSHD POT&CARROTS,FRZ MEAL 1 package,  yields;100;12;81;60;1 package,  yields
BANQUET GRY & SALURY STK W/ MSHD POT & CORN IN SEASONSAU,FRZ;BANQUET GRY & SALURY STK W/ MSHD POT & CORN IN SEASONSAU,FRZ 1 meal;988;11;126;564;1 meal
HEALTHY CHOIC MESQ CHK BBQ,RSTD RED POT,MXD VEG IN SAU,FRZ;HEALTHY CHOIC MESQ CHK BBQ,RSTD RED POT,MXD VEG IN SAU,FRZ 1 meal;1416;11;93;567;1 meal
STAGG DYNAMITE CHILI W/BNS,CND ENTREE;STAGG DYNAMITE CHILI W/BNS,CND ENTREE 1 cup;1244;18;135;74;1 cup
STAGG RANCHHOUSE CHILI W/BNS,CND ENTREE;STAGG RANCHHOUSE CHILI W/BNS,CND ENTREE 1 cup;1278;19;115;778;1 cup
STAGG CLASSIC CHILI W/BNS,CND ENTREE;STAGG CLASSIC CHILI W/BNS,CND ENTREE 1 cup;1183;17;131;697;1 cup
STAGG COUNTRY CHILI W/BNS,CND ENTREE;STAGG COUNTRY CHILI W/BNS,CND ENTREE 1 cup;1174;16;129;627;1 cup
STAGG SILVERADO CHILI W/BNS,CND ENTREE;STAGG SILVERADO CHILI W/BNS,CND ENTREE 1 cup;1339;16;92;729;1 cup
HORMEL CHILI W/BNS,CND ENTREE;HORMEL CHILI W/BNS,CND ENTREE 1 cup;1363;10;97;671;1 cup
HORMEL VEGETARIAN CHILI W/BNS,CND ENTREE;HORMEL VEGETARIAN CHILI W/BNS,CND ENTREE 1 cup;1539;0;83;483;1 cup
HORMEL RST BF HASH,CND ENTREE;HORMEL RST BF HASH,CND ENTREE 1 cup;971;31;163;903;1 cup
TORTELLINI,PASTA W/CHS FILLING;TORTELLINI,PASTA W/CHS FILLING .75 cup;470;42;307;135;.75 cup
PIZZA,PEPPERONI TOPPING,REG CRUST,FRZ,CKD;PIZZA,PEPPERONI TOPPING,REG CRUST,FRZ,CKD 1 serving;2851;15;296;1121;1 serving
CHILI CON CARNE W/BNS,CND ENTREE;CHILI CON CARNE W/BNS,CND ENTREE 1 cup;1143;13;121;709;1 cup
BEEF STEW,CANNED ENTREE;BEEF STEW,CANNED ENTREE 1 serving;677;16;95;494;1 serving
CHICKEN POT PIE,FRZ ENTREE,PREP;CHICKEN POT PIE,FRZ ENTREE,PREP 1 pie,  (average weight of prepared pie);2303;24;214;608;1 pie,  (average weight of prepared pie)
PASTA W/MEATBALLS IN TOMATO SAU,CND ENTREE;PASTA W/MEATBALLS IN TOMATO SAU,CND ENTREE ;1229;8;103;432;
BEEF,CORNED BF HASH,W/ POTATO,CND;BEEF,CORNED BF HASH,W/ POTATO,CND ;927;32;164;873;
LASAGNA,CHS,FRZ,PREP;LASAGNA,CHS,FRZ,PREP 1 serving;1384;13;130;654;1 serving
CHILI,NO BNS,CND ENTREE;CHILI,NO BNS,CND ENTREE ;61;21;118;753;
SPAGHETTI,W/ MEATBALLS,CND;SPAGHETTI,W/ MEATBALLS,CND 1 cup;1111;9;107;417;1 cup
SPAGHETTI,NO MEAT,CND;SPAGHETTI,NO MEAT,CND ;1456;0;75;254;
LASAGNA W/ MEAT & SAU,LOW-FAT,FRZ ENTREE;LASAGNA W/ MEAT & SAU,LOW-FAT,FRZ ENTREE 1 package;135;7;101;681;1 package
LASAGNA W/ MEAT & SAU,FRZ ENTREE;LASAGNA W/ MEAT & SAU,FRZ ENTREE 1 serving;1287;15;127;826;1 serving
BURRITO,BF & BEAN,FRZ;BURRITO,BF & BEAN,FRZ 1 burrito, frozen;3084;8;239;726;1 burrito, frozen
BURRITO, BEAN AND CHEESE, FROZEN;BURRITO, BEAN AND CHEESE, FROZEN 1 burrito;324;0;211;692;1 burrito
HC TRADITION MT LF W/BRN SAU,MSHD POTS,GRN BNS & APL CRP,FRZ;HC TRADITION MT LF W/BRN SAU,MSHD POTS,GRN BNS & APL CRP,FRZ 1 meal;108;11;87;517;1 meal
HC SALBRY STK W/MSHRM GRVY,RST RED POT,GRN BNS,CRN,CART MEDY;HC SALBRY STK W/MSHRM GRVY,RST RED POT,GRN BNS,CRN,CART MEDY 1 meal;1269;9;94;603;1 meal
HC CONTRY RSTD TKY W/CRANBERRY APPL SAU,GRN BNS & CARROT BLD;HC CONTRY RSTD TKY W/CRANBERRY APPL SAU,GRN BNS & CARROT BLD 1 meal;1109;9;81;583;1 meal
HC MESQ BF W/BBQ SAU,RSTD RED POT & CORN,CAROT PEA MELEY,FRZ;HC MESQ BF W/BBQ SAU,RSTD RED POT & CORN,CAROT PEA MELEY,FRZ 1 meal;1444;17;110;714;1 meal
MARIE CALLENDER TKY W/GRY & DRSNG W/ MSHD POT,GRN BNS & CRAN;MARIE CALLENDER TKY W/GRY & DRSNG W/ MSHD POT,GRN BNS & CRAN 1 meal;1135;17;99;815;1 meal
WEIGHT WATCHERS SMART ONES,CHICK TENDERLOINS W/ BBQ SAU;WEIGHT WATCHERS SMART ONES,CHICK TENDERLOINS W/ BBQ SAU 1 package;133;14;95;67;1 package
MORNINGSTAR FARMS VEGGIE MEDLEY W/ ORG SOY,FRZ,UNPREP;MORNINGSTAR FARMS VEGGIE MEDLEY W/ ORG SOY,FRZ,UNPREP 1 patty;158;2;178;159;1 patty
BURRITO,BEAN & CHS,MICROWAVED;BURRITO,BEAN & CHS,MICROWAVED 1 burrito;4037;3;260;86;1 burrito
BURRITO,BF & BEAN,MICROWAVED;BURRITO,BF & BEAN,MICROWAVED 1 burrito, cooked;3895;9;298;873;1 burrito, cooked
CAMPBELL,SPAGHETTIOS,MINI BF RAVIOLI IN MEAT SAU;CAMPBELL,SPAGHETTIOS,MINI BF RAVIOLI IN MEAT SAU 1 cup;166;4;99;425;1 cup
CAMPBELL,SPAGHETTIOS,SPAGHETTI IN TOMATO & CHS SAU;CAMPBELL,SPAGHETTIOS,SPAGHETTI IN TOMATO & CHS SAU 1 cup,  (1 serving);1587;2;80;278;1 cup,  (1 serving)
CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS ORIGINAL;CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS ORIGINAL 1 cup,  (1 serving);1468;2;71;238;1 cup,  (1 serving)
CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS A TO Z'S;CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS A TO Z'S 1 cup,  (1 serving);1429;2;70;238;1 cup,  (1 serving)
SPAGHETTIOS, Danny PhantomShaped Pasta with Sliced Franks;SPAGHETTIOS, Danny PhantomShaped Pasta with Sliced Franks 1 serving,  (1 serving);131;8;92;357;1 serving,  (1 serving)
