Descrição,Quilocalorias,Carbohidratos,Proteínas,Data.Fat.Total Lipid,Peso (g)
CEREALS.CORN GRITS.YEL.REG & QUICK.ENR.DRY,371,79.6,8.8,1.2,156
CEREALS.CORN GRITS.YEL.REG & QUICK.UNENR.CKD W/ H2O.WO/ SALT,59,12.87,1.42,0.19,242
CEREALS.CORN GRITS.YEL.REG & QUICK.UNENR.DRY,371,79.6,8.8,1.2,156
CEREALS.CORN GRITS.YEL.REG.QUICK.ENR.CKD W/ H2O.W/ SALT,59,12.87,1.42,0.19,242
CEREALS.CORN GRITS.YEL.REG.QUICK.UNENR.CKD W/ H2O.W/ SALT,59,12.87,1.42,0.19,242
CEREALS.CREAM OF RICE.CKD W/ H2O.W/ SALT,52,11.5,0.9,0.1,244
CEREALS.CREAM OF WHEAT.INST.DRY,366,75.5,10.6,1.4,178
CEREALS.CREAM OF WHEAT.INST.PREP W/ H2O.WO/ SALT,62,13.08,1.84,0.24,241
CEREALS.CREAM OF WHEAT.MIX'N EAT.PLN.DRY,361,75.6,9.7,1.2,28.35
CEREALS.CREAM OF WHEAT.MIX'N EAT.PLN.PREP W/ H2O,72,15.1,1.9,0.2,142
CEREALS.CREAM OF WHEAT.QUICK.CKD W/ H2O.W/ SALT,54,11.2,1.5,0.2,239
CEREALS.CREAM OF WHEAT.QUICK.CKD W/ H2O.WO/ SALT,54,11.2,1.5,0.2,239
CEREALS.CREAM OF WHEAT.QUICK.DRY,361,75,10.2,1.3,176
CEREALS.CREAM OF WHEAT.REG.CKD W/ H2O.WO/ SALT,52,11,1.51,0.22,251
CEREALS.CREAM OF WHEAT.REG.DRY,370,76.5,10.5,1.5,173
CEREALS.CRM OF RICE.CKD W/H2O.WO/SALT,52,11.4,0.9,0.1,244
CEREALS.CRM OF RICE.DRY,370,82.4,6.3,0.5,46
CEREALS.CRM OF WHEAT.INST.PREP W/ H2O.W/ SALT.(WHEAT),62,13.08,1.84,0.24,241
CEREALS.CRM OF WHEAT.MIX'N EAT.APPL.BANANA&MAPLE FLAV.DRY,373,81.6,6.9,1.1,35.4
CEREALS.CRM OF WHEAT.MIX'N EAT.APPL.BANANA&MAPLE FLAV.PREP,88,19.3,1.6,0.3,150
CEREALS.CRM OF WHEAT.REG.CKD W/ H2O.W/ SALT.(WHEAT),52,11,1.51,0.22,251
CEREALS.FARINA.ENR.CKD W/ H2O.W/ SALT,48,10.47,1.42,0.07,233
CEREALS.FARINA.ENR.CKD W/ H2O.WO/ SALT,48,10.47,1.42,0.07,233
CEREALS.FARINA.ENR.DRY,369,78,10.6,0.5,176
CEREALS.FARINA.UNENR.DRY,369,78,10.6,0.5,176
CEREALS.KASHI GO LN HOT CRL.HEARTY HONEY & CINN.DRY,362,63,22,5.5,40
CEREALS.KASHI HEART TO HEART.INST OATMEAL.APPL CINN.DRY,374,78,10.7,4.9,43
CEREALS.KASHI HEART TO HEART.INST OATMEAL.MAPLE.DRY,376,77,10.9,5,43
CEREALS.KASHI HEART TO HEART.INST OATMEAL.RAISIN SPICE.DRY,354,77,8.1,3.9,43
CEREALS.KASHI.KASHI GO LN HOT CRL.TRULY VANILLA.DRY,362,65,19,5.3,40
CEREALS.MALTEX.CKD W/ H2O.W/ SALT,76,15.81,2.29,0.43,249
CEREALS.MALTEX.CKD W/ H2O.WO/ SALT,76,15.81,2.29,0.43,249
CEREALS.MALTEX.DRY,352,77.3,11.2,2.1,151
CEREALS.MALT-O-MEAL.CHOC.DRY,374,79.9,10.6,1.31,165
CEREALS.MALT-O-MEAL.CHOC.PREP W/ H2O.WO/ SALT,44,9.22,1.22,0.15,267.9
CEREALS.MALT-O-MEAL.PLN.DRY,361,75.6,11.8,1.27,165
CEREALS.MALT-O-MEAL.PLN.PREP W/ H2O.WO/ SALT,42,8.72,1.36,0.15,267.9
CEREALS.MAYPO.CKD W/ H2O.W/ SALT,71,13.23,2.43,0.97,240
CEREALS.MAYPO.CKD W/ H2O.WO/ SALT,71,13.3,2.4,1,240
CEREALS.MAYPO.DRY,385,72,13.2,5.3,94
CEREALS.OATS.INST.FORT.PLN.DRY,375,67.55,12.72,6.25,28
CEREALS.OATS.INST.FORT.PLN.PREP W/ H2O,68,11.67,2.37,1.36,234
CEREALS.OATS.INST.FORT.W/ CINN & SPICE.DRY,370,76.97,8.59,4.67,46
CEREALS.OATS.INST.FORT.W/ CINN & SPICE.PREP W/ H2O,107,21.52,2.4,1.31,240
CEREALS.OATS.INST.FORT.W/ RAISINS & SPICE.DRY,360,76.31,7.76,4.27,42.5
CEREALS.OATS.INST.FORT.W/ RAISINS & SPICE.PREP W/ H2O,100,20.32,02.07,1.14,240
CEREALS.OATS.REG & QUICK & INST.NOT FORT.DRY,379,67.7,13.15,6.52,81
CEREALS.OATS.REG & QUICK & INST.UNENR.CKD W/ H2O.W/ SALT,71,12,2.54,1.52,234
CEREALS.OATS.REG & QUICK & INST.UNENR.CKD W/ H2O.WO/ SALT,71,12,2.54,1.52,234
CEREALS.QKR.INST OATMEAL.FOR WOMEN.BRSUGR.PREP W/H2O,105,20.04,3.24,1.32,165
CEREALS.QUAKER.CORN GRITS.INST.BUTTER FLAVOR.DRY,366,75.04,08.09,5.51,28
CEREALS.QUAKER.CORN GRITS.INST.CHEDDAR CHS FLAVOR.DRY,366,73.08,8.37,5.97,28
CEREALS.QUAKER.CORN GRITS.INST.CHEDDAR CHS FLAVOR.PREP W/H2O,72,14.01,1.6,1.1,28.35
CEREALS.QUAKER.CORN GRITS.INST.PLN.DRY,342,78.82,8.43,0.97,28
CEREALS.QUAKER.CORN GRITS.INST.PLN.PREP W/H2O,68,15.06,1.61,0.19,245
CEREALS.QUAKER.CORN GRITS.INST.W/IMITN BACON BITS.DRY,349,77.35,9.85,1.65,28
CEREALS.QUAKER.CRNGRIT.INST.CNTRYBCN(IMTATN BCN BIT)PRPW/H2O,69,14.61,1.92,0.33,141
CEREALS.QUAKER.FARINA.CREAMY WHEAT.ENR.DRY,349,76.13,10.82,0.95,44
CEREALS.QUAKER.HOMINY GRITS.WHITE.QUICK.DRY,347,79.16,8.53,1.36,37
CEREALS.QUAKER.HOMINY GRITS.WHITE.REG.DRY,347,79.16,8.53,1.36,41
CEREALS.QUAKER.HOMINY GRITS.YEL.QUICK.DRY,337,77.76,8.26,1.66,37
CEREALS.QUAKER.INST GRITS PRODUCT W/ AMERICAN CHS FLAVOR.DRY,364,75.15,8.9,4.67,28
CEREALS.QUAKER.INST GRITS PRODUCT--HAM 'N' CHS,359,71.98,10.83,4.69,28
CEREALS.QUAKER.INST OAT. MAPLE & BR SUGAR.PREP W/ BOIL H2O,101,20.04,2.38,1.29,155
CEREALS.QUAKER.INST OATMEAL EXPRESS CINN ROLL.DRY,371,76.34,8.85,05.04,54
CEREALS.QUAKER.INST OATMEAL EXPRESS.BKD APPL.DRY,367,77.43,08.07,4.62,54
CEREALS.QUAKER.INST OATMEAL EXPRESS.GOLDEN BROWN SUGAR.DRY,372,77,8.5,4.78,54
CEREALS.QUAKER.INST OATMEAL. CINN ROLL.PREP W/ BOILING H2O,121,23.9,2.77,1.58,173
CEREALS.QUAKER.INST OATMEAL.APPLS & CINN.DRY,365,77.92,8,4.39,35
CEREALS.QUAKER.INST OATMEAL.APPLS & CINN.PREP W/ BOILING H2O,87,17.77,1.82,1,149
CEREALS.QUAKER.INST OATMEAL.BANANA BREAD.DRY,368,75.86,8.85,4.75,41
CEREALS.QUAKER.INST OATMEAL.BKD APPL.DRY,363,77.09,7.99,4.39,40
CEREALS.QUAKER.INST OATMEAL.BKD APPL.PREP W/ BOILING H2O,96,19.45,02.02,1.11,159
CEREALS.QUAKER.INST OATMEAL.CINN SPICE.PREP W/ BOILING H2O,107,21.52,2.4,1.31,165
CEREALS.QUAKER.INST OATMEAL.CINNAMON-SPICE.DRY,370,76.97,8.59,4.67,46
CEREALS.QUAKER.INST OATMEAL.FRENCH VANILLA FLAVOR.DRY,369,75.73,09.05,4.93,43
CEREALS.QUAKER.INST OATMEAL.FRENCH VANILLA.PREP W/ BOIL H2O,102,20.16,2.41,1.31,162
CEREALS.QUAKER.INST OATMEAL.FRT& CRM VAR.PREP W/ BOILING H2O,72,13.56,1.45,1.36,193
CEREALS.QUAKER.INST OATMEAL.FRUIT & CRM VAR.DRY,386,74.72,7.99,7.52,35
CEREALS.QUAKER.INST OATMEAL.HONEY NUT.DRY,389,72.58,9.29,8.37,43
CEREALS.QUAKER.INST OATMEAL.HONEY NUT.PREP W/ BOILING H2O,107,19.32,2.47,2.23,162
CEREALS.QUAKER.INST OATMEAL.LO NA.DRY,365,67.29,13,07.09,28
CEREALS.QUAKER.INST OATMEAL.MAPLE & BROWN SUGAR.DRY,366,75.28,8.93,4.83,43
CEREALS.QUAKER.INST OATMEAL.NUTR FOR WOMEN.APPL SPICE.DRY,360,74.01,10.57,4.18,47
CEREALS.QUAKER.INST OATMEAL.NUTR FOR WOMEN.GLDN BRWN SGR.DRY,363,71.65,11.6,4.72,46
CEREALS.QUAKER.INST OATMEAL.NUTR FOR WOMEN.VANILLA CINN.DRY,363,72.03,11.71,4.65,45
CEREALS.QUAKER.INST OATMEAL.RAISIN & SPICE.DRY,360,76.31,7.76,4.27,43
CEREALS.QUAKER.INST OATMEAL.RAISIN & SPICE.PREP,100,20.32,02.07,1.14,162
CEREALS.QUAKER.INST OATMEAL.RAISINS.DATES & WALNUTS.DRY,365,73.69,8.87,5.5,37
CEREALS.QUAKER.INST OATMEAL.TREASURE HUNT.DRY,369,76.93,7.72,4.76,47
CEREALS.QUAKER.MOTHER'S INST OATMEAL (NON-FORTIFIED).DRY,359,65.81,13.7,7.1,40
CEREALS.QUAKER.OAT BRAN.QUAKER/MOTHER'S OAT BRAN.DRY,364,62.94,17.03,7.97,40
CEREALS.QUAKER.QUAKER MULTIGRAIN OATMEAL.DRY,333,73.44,11.3,2.58,40
CEREALS.QUAKER.QUICK OATS.DRY,371,68.18,13.7,6.87,40
CEREALS.QUAKR.INST OATMEAL.EXPR BKD APPL.PREP W/ BOILING H2O,120,24.24,2.53,1.45,173
CEREALS.QUAKR.INST OATMEAL.TREASURE HUNT.PREP W/ BOILING H2O,108,21.85,2.19,1.35,166
CEREALS.RALSTON.CKD W/ H2O.W/ SALT,53,11.2,2.2,0.3,253
CEREALS.RALSTON.CKD W/ H2O.WO/ SALT,53,11.2,2.2,0.3,253
CEREALS.RALSTON.DRY,341,72.1,14.1,2.1,118
CEREALS.ROMAN MEAL WITH OATS.CKD W/ H2O.W/ SALT,71,14.2,3,0.8,240
CEREALS.ROMAN MEAL WITH OATS.CKD W/ H2O.WO/ SALT,71,14.2,3,0.8,240
CEREALS.ROMAN MEAL.PLN.CKD W/ H2O.W/ SALT,61,13.7,2.7,0.4,241
CEREALS.ROMAN MEAL.PLN.CKD W/ H2O.WO/ SALT,61,13.7,2.7,0.4,241
CEREALS.ROMAN MEAL.PLN.DRY,322,72,14.4,2.2,93
CEREALS.RTE.ALPEN,352,75.7,11.2,3.3,113
CEREALS.RTE.KRAFT.POST SELECTS CRANBERRY ALMOND CRUNCH,386,79.06,7.4,5.55,57
CEREALS.RTE.MALT-O-MEAL.TOASTY O'S,404,74.6,13.1,5.92,30
CEREALS.WHEATENA.CKD W/ H2O,56,11.8,2,0.5,243
CEREALS.WHEATENA.CKD W/ H2O.W/ SALT,59,11.74,02.03,0.45,243
CEREALS.WHEATENA.DRY,357,75.6,13.1,2.9,141
CEREALS.WHL WHEAT HOT NAT CRL.CKD W/ H2O.W/ SALT,62,13.7,2,0.4,242
CEREALS.WHL WHEAT HOT NAT CRL.CKD W/ H2O.WO/ SALT,62,13.7,2,0.4,242
CEREALS.WHL WHEAT HOT NAT CRL.DRY,342,75.2,11.2,2,94
CERLS.QUAKER.INST GRIT PRDCT W/ RDEYE GRVY&IMITN HAM BIT.DRY,346,76.62,9.93,1.75,28
CERLS.QUKR.INST GRIT PRDCT W/ IMITN BACN BIT&CHDR FLVR.DRY,363,72.49,10.29,5.35,28
CERLS.QUKR.INST OATML.EXPR.GLDN BRN SUGR.PREP W/ BOIL H2O,121,24.1,2.66,1.5,173
CERLS.QUKR.INST OATML.NUTR FOR WMN.APL SPCE.PREP W/ BOIL H2O,107,21.02,3,1.19,166
"CERLS.QUKR.INST OTML.DNSR EGS W/ ""DNSR BNS"".BRN SGR CINN.DRY",389,75.85,7.67,7.47,50
CHARD.SWISS.CKD.BLD.DRND.W/SALT,20,4.13,1.88,0.08,175
CHARD.SWISS.CKD.BLD.DRND.WO/SALT,20,4.13,1.88,0.08,175
CHARD.SWISS.RAW,19,3.74,1.8,0.2,36
CHAYOTE.FRUIT.CKD.BLD.DRND.W/SALT,22,4.5,0.62,0.48,160
CHAYOTE.FRUIT.CKD.BLD.DRND.WO/SALT,24,05.09,0.62,0.48,160
CHAYOTE.FRUIT.RAW,19,4.51,0.82,0.13,132
CHEESE FD.COLD PK.AMERICAN,331,8.32,19.66,24.46,28.35
CHEESE FD.PAST PROCESS.AMERICAN.W/DI NA PO4,328,7.29,19.61,24.6,28.35
CHEESE FD.PAST PROCESS.AMERICAN.WO/DI NA PO4,330,7.83,18.4,25.18,113
CHEESE FD.PAST PROCESS.SWISS,323,4.5,21.92,24.14,28.35
CHEESE FONDUE,229,3.77,14.23,13.47,215
CHEESE PUFFS&TWISTS.CORN BSD.LOFAT,432,72.35,8.5,12.1,28.35
CHEESE SAU.PREP FROM RECIPE,197,5.48,10.33,14.92,243
CHEESE SPRD.CRM CHS BASE,295,3.5,7.1,28.6,240
CHEESE SPRD.PAST PROCESS.AMERICAN.W/DI NA PO4,290,8.73,16.41,21.23,28.35
CHEESE SPRD.PAST PROCESS.AMERICAN.WO/DI NA PO4,290,8.73,16.41,21.23,140
CHEESE SUB.MOZZARELLA,248,23.67,11.47,12.22,113
CHEESE.AMERICAN CHEDDAR.IMITN,239,11.6,16.7,14,224
CHEESE.BLUE,353,2.34,21.4,28.74,28.35
CHEESE.BRICK,371,2.79,23.24,29.68,132
CHEESE.BRIE,334,0.45,20.75,27.68,240
CHEESE.CAMEMBERT,300,0.46,19.8,24.26,246
CHEESE.CARAWAY,376,03.06,25.18,29.2,28.35
CHEESE.CHEDDAR,403,1.28,24.9,33.14,132
CHEESE.CHESHIRE,387,4.78,23.37,30.6,28.35
CHEESE.COLBY,394,2.57,23.76,32.11,132
CHEESE.COTTAGE.CRMD.LRG OR SML CURD,98,3.38,11.12,4.3,113
CHEESE.COTTAGE.CRMD.W/FRUIT,97,4.61,10.69,3.85,226
CHEESE.COTTAGE.LOWFAT.1% MILKFAT,72,2.72,12.39,01.02,226
CHEESE.COTTAGE.LOWFAT.1% MILKFAT.LACTOSE RED,74,3.2,12.4,1,227
CHEESE.COTTAGE.LOWFAT.1% MILKFAT.NO NA,72,2.7,12.4,1,226
CHEESE.COTTAGE.LOWFAT.1% MILKFAT.W/VEG,67,3,10.9,1,226
CHEESE.COTTAGE.LOWFAT.2% MILKFAT,86,3.66,11.83,2.45,226
CHEESE.COTTAGE.NONFAT.UNCRMD.DRY.LRG OR SML CURD,72,6.66,10.34,0.29,145
CHEESE.COTTAGE.W/VEG,95,3,10.9,4.2,226
CHEESE.CREAM,342,04.07,5.93,34.24,232
CHEESE.CREAM.LOW FAT,201,8.13,7.85,15.28,240
CHEESE.EDAM,357,1.43,24.99,27.8,28.35
CHEESE.FETA,264,04.09,14.21,21.28,150
CHEESE.FONTINA,389,1.55,25.6,31.14,132
CHEESE.GJETOST,466,42.65,9.65,29.51,28.35
CHEESE.GOAT.HARD TYPE,452,2.17,30.52,35.59,28.35
CHEESE.GOAT.SEMISOFT TYPE,364,2.54,21.58,29.84,28.35
CHEESE.GOAT.SOFT TYPE,268,0.89,18.52,21.08,28.35
CHEESE.GOUDA,356,2.22,24.94,27.44,28.35
CHEESE.GRUYERE,413,0.36,29.81,32.34,132
CHEESE.LIMBURGER,327,0.49,20.05,27.25,134
CHEESE.LOFAT.CHEDDAR OR COLBY,173,1.91,24.35,7,132
CHEESE.LOW-SODIUM.CHEDDAR OR COLBY,398,1.91,24.35,32.62,132
CHEESE.MEXICAN.QUESO ANEJO,373,4.63,21.44,29.98,132
CHEESE.MEXICAN.QUESO ASADERO,356,2.87,22.6,28.26,132
CHEESE.MEXICAN.QUESO CHIHUAHUA,374,5.56,21.56,29.68,132
CHEESE.MONTEREY,373,0.68,24.48,30.28,132
CHEESE.MONTEREY.LOW FAT,313,0.7,28.2,21.6,132
CHEESE.MOZZARELLA.LO NA,280,3.1,27.5,17.1,132
CHEESE.MOZZARELLA.NON-FAT,149,3.5,31.7,0,113
CHEESE.MOZZARELLA.PART SKIM MILK,254,2.77,24.26,15.92,28.35
CHEESE.MOZZARELLA.PART SKIM MILK.LO MOIST,302,3.83,25.96,20.03,132
CHEESE.MOZZARELLA.WHL MILK,300,2.19,22.17,22.35,112
CHEESE.MOZZARELLA.WHL MILK.LO MOIST,318,2.47,21.6,24.64,28.35
CHEESE.MUENSTER,368,1.12,23.41,30.04,132
CHEESE.MUENSTER.LOW FAT,274,3.5,24.7,17.6,113
CHEESE.NEUFCHATEL,253,3.59,9.15,22.78,28.35
CHEESE.PARMESAN.DRY GRATED.RED FAT,265,1.37,20,20,100
CHEESE.PARMESAN.GRATED,431,04.06,38.46,28.61,100
CHEESE.PARMESAN.HARD,392,3.22,35.75,25.83,28.35
CHEESE.PARMESAN.LO NA,456,3.7,41.6,29.99,100
CHEESE.PARMESAN.SHREDDED,415,3.41,37.86,27.34,5
CHEESE.PAST PROCESS.AMERICAN.LOFAT,180,3.5,24.6,7,140
CHEESE.PAST PROCESS.AMERICAN.W/DI NA PO4,375,1.6,22.15,31.25,140
CHEESE.PAST PROCESS.AMERICAN.WO/DI NA PO4,375,1.6,22.15,31.25,28.35
CHEESE.PAST PROCESS.CHEDDAR OR AMERICAN.FAT-FREE,148,13.4,22.5,0.8,16.2
CHEESE.PAST PROCESS.CHEDDAR OR AMERICAN.LO NA,375,1.6,22.2,31.19,140
CHEESE.PAST PROCESS.PIMENTO,375,1.73,22.13,31.2,140
CHEESE.PAST PROCESS.SWISS.LOFAT,170,4.3,25.5,5.1,140
CHEESE.PAST PROCESS.SWISS.W/DI NA PO4,334,2.1,24.73,25.01,140
CHEESE.PAST PROCESS.SWISS.WO/DI NA PO4,334,2.1,24.73,25.01,28.35
CHEESE.PORT DE SALUT,352,0.57,23.78,28.2,132
CHEESE.PROVOLONE,351,2.14,25.58,26.62,132
CHEESE.PROVOLONE.RED FAT,274,3.5,24.7,17.6,132
CHEESE.RICOTTA.PART SKIM MILK,138,5.14,11.39,7.91,246
CHEESE.RICOTTA.WHOLE MILK,174,03.04,11.26,12.98,246
CHEESE.ROMANO,387,3.63,31.8,26.94,28.35
CHEESE.ROQUEFORT,369,2,21.54,30.64,28.35
CHEESE.SWISS,380,5.38,26.93,27.8,132
CHEESE.SWISS.LOW FAT,179,3.4,28.4,5.1,132
CHEESE.SWISS.LOW SODIUM,376,3.4,28.4,27.4,132
CHEESE.TILSIT,340,1.88,24.41,25.98,28.35
CHEESECAKE COMMLY PREP,321,25.5,5.5,22.5,28.35
CHEESECAKE PREP FROM MIX.NO-BAKE TYPE,274,35.5,5.5,12.7,28.35
CHEESEFURTER.CHS SMOKIE.PORK.BF,328,1.51,14.1,29,100
CHEF BOYARDEE BEEFARONI.MACARONI W/BEEF IN TOMATO SAU.CND,92,13.58,3.3,2.67,257
CHEF BOYARDEE BF RAVIOLI IN TOMATO & MEAT SAU.CND ENTREE,92,13.58,3.3,2.67,244
CHEF BOYARDEE MINI RAVIOLI.BF RAVIOLI TOMATO. MEAT SAU.CND,92,12.36,3.27,3.24,252
CHEF BOYARDEE SPAGHETTI & MEATBALLS IN TOMATO SAU.CND ENTREE,100,11.9,4.37,3.88,257
CHERIMOYA.RAW,74,17.7,1.65,0.62,312.11
CHERRIES.SOUR.RED.CND.EX HVY SYRUP PK.SOL&LIQUIDS,114,29.23,0.71,0.09,261
CHERRIES.SOUR.RED.CND.H2O PK.SOL&LIQUIDS (INCL USDA CMDTY),36,8.94,0.77,0.1,244
CHERRIES.SOUR.RED.CND.HVY SYRUP PK.SOL&LIQUIDS,91,23.27,0.73,0.1,256
CHERRIES.SOUR.RED.CND.LT SYRUP PK.SOL&LIQUIDS,75,19.3,0.74,0.1,252
CHERRIES.SOUR.RED.FRZ.UNSWTND,46,11.02,0.92,0.44,155
CHERRIES.SOUR.RED.RAW,50,12.18,1,0.3,155
CHERRIES.SWEET.RAW,63,16.01,01.06,0.2,137.73
CHERRIES.SWT.CND.EX HVY SYRUP PK.SOL&LIQUIDS,102,26.23,0.59,0.15,261
CHERRIES.SWT.CND.H2O PK.SOL&LIQUIDS,46,11.76,0.77,0.13,248
CHERRIES.SWT.CND.JUC PK.SOL&LIQUIDS,54,13.81,0.91,0.02,250
CHERRIES.SWT.CND.LT SYRUP PK.SOL&LIQUIDS,67,17.29,0.61,0.15,252
CHERRIES.SWT.CND.PITTED.HVY SYRUP PK.SOL & LIQUIDS,83,21.27,0.6,0.15,253
CHERRIES.SWT.CND.PITTED.HVY SYRUP.DRND,83,21.07,0.73,0.21,179
CHERRIES.SWT.FRZ.SWTND,89,22.36,1.15,0.13,259
CHERVIL.DRIED,237,49.1,23.2,3.9,1.9
CHESTNUTS.CHINESE.BLD&STMD,153,33.64,2.88,0.76,28.35
CHESTNUTS.CHINESE.DRIED,363,79.76,6.82,1.81,28.35
CHESTNUTS.CHINESE.RAW,224,49.07,4.2,1.11,28.35
CHESTNUTS.CHINESE.ROASTED,239,52.36,4.48,1.19,28.35
CHESTNUTS.EUROPEAN.BLD&STMD,131,27.76,2,1.38,28.35
CHESTNUTS.EUROPEAN.DRIED.PEELED,369,78.43,05.01,3.91,28.35
CHESTNUTS.EUROPEAN.DRIED.UNPEELED,374,77.31,6.39,4.45,28.35
CHESTNUTS.EUROPEAN.RAW.PEELED,196,44.17,1.63,1.25,28.35
CHESTNUTS.EUROPEAN.RAW.UNPEELED,213,45.54,2.42,2.26,145
CHESTNUTS.EUROPEAN.RSTD,245,52.96,3.17,2.2,143
CHESTNUTS.JAPANESE.BLD&STMD,56,12.64,0.82,0.19,28.35
CHESTNUTS.JAPANESE.DRIED,360,81.43,5.25,1.24,155
CHESTNUTS.JAPANESE.RAW,154,34.91,2.25,0.53,28.35
CHESTNUTS.JAPANESE.RSTD,201,45.13,2.97,0.8,28.35
CHEWING GUM,247,66.08,0,0.3,3
CHEWING GUM.SUGARLESS,268,94.8,0,0.4,2
CHIA SEEDS.DRIED,490,43.85,15.62,30.75,28.35
CHICKEN BREAST  FAT-FREE  MESQ FLAVOR  SLICED,80,2.25,16.8,0.39,42
CHICKEN BREAST  OVEN-ROASTED  FAT-FREE  SLICED,79,2.17,16.79,0.39,42
CHICKEN POT PIE.FRZ ENTREE.PREP,214,23.03,06.08,10.83,233.51
CHICKEN ROLL  LT MEAT,110,4.66,16.64,2.73,56.7
CHICKEN SPRD,158,04.05,18.01,17.56,56
CHICKEN.BROILER OR FRYER.MEAT&SKN&GIBLETS&NECK.FRIED.BATTER,291,09.03,22.84,17.53,1028
CHICKEN.BROILERS OR FRYERS.BACK.MEAT ONLY.CKD.FRIED,288,5.68,29.99,15.32,35
CHICKEN.BROILERS OR FRYERS.BACK.MEAT ONLY.CKD.RSTD,239,0,28.19,13.16,24
CHICKEN.BROILERS OR FRYERS.BACK.MEAT ONLY.CKD.STWD,209,0,25.31,11.19,26
CHICKEN.BROILERS OR FRYERS.BACK.MEAT ONLY.RAW,137,0,19.56,5.92,31
CHICKEN.BROILERS OR FRYERS.BACK.MEAT&SKN.CKD.FRIED.BATTER,331,10.25,21.97,21.91,72
CHICKEN.BROILERS OR FRYERS.BACK.MEAT&SKN.CKD.FRIED.FLR,331,6.5,27.79,20.74,44
CHICKEN.BROILERS OR FRYERS.BACK.MEAT&SKN.CKD.RSTD,300,0,25.95,20.97,32
CHICKEN.BROILERS OR FRYERS.BACK.MEAT&SKN.CKD.STWD,258,0,22.18,18.14,160
CHICKEN.BROILERS OR FRYERS.BACK.MEAT&SKN.RAW,319,0,14.05,28.74,59
CHICKEN.BROILERS OR FRYERS.BREAST.MEAT ONLY.CKD.FRIED,187,0.51,33.44,4.71,52
CHICKEN.BROILERS OR FRYERS.BREAST.MEAT ONLY.CKD.RSTD,165,0,31.02,3.57,140
CHICKEN.BROILERS OR FRYERS.BREAST.MEAT ONLY.CKD.STWD,151,0,28.98,03.03,140
CHICKEN.BROILERS OR FRYERS.BREAST.MEAT ONLY.RAW,110,0,23.09,1.24,71
CHICKEN.BROILERS OR FRYERS.BREAST.MEAT&SKN.CKD.FRIED.BATTER,260,8.99,24.84,13.2,84
CHICKEN.BROILERS OR FRYERS.BREAST.MEAT&SKN.CKD.FRIED.FLR,222,1.64,31.84,8.87,59
CHICKEN.BROILERS OR FRYERS.BREAST.MEAT&SKN.CKD.RSTD,197,0,29.8,7.78,140
CHICKEN.BROILERS OR FRYERS.BREAST.MEAT&SKN.CKD.STWD,184,0,27.39,7.42,140
CHICKEN.BROILERS OR FRYERS.BREAST.MEAT&SKN.RAW,172,0,20.85,9.25,87
CHICKEN.BROILERS OR FRYERS.DK MEAT.MEAT & SKN.RAW,237,0,16.69,18.34,160
CHICKEN.BROILERS OR FRYERS.DK MEAT.MEAT ONLY.CKD.FRIED,239,2.59,28.99,11.62,140
CHICKEN.BROILERS OR FRYERS.DK MEAT.MEAT ONLY.CKD.RSTD,205,0,27.37,9.73,140
CHICKEN.BROILERS OR FRYERS.DK MEAT.MEAT ONLY.CKD.STWD,192,0,25.97,8.98,140
CHICKEN.BROILERS OR FRYERS.DK MEAT.MEAT ONLY.RAW,125,0,20.08,4.31,109
CHICKEN.BROILERS OR FRYERS.DK MEAT.MEAT&SKN.CKD.FRIED.BATTER,298,9.38,21.85,18.64,167
CHICKEN.BROILERS OR FRYERS.DK MEAT.MEAT&SKN.CKD.FRIED.FLR,285,04.08,27.22,16.91,110
CHICKEN.BROILERS OR FRYERS.DK MEAT.MEAT&SKN.CKD.RSTD,253,0,25.97,15.78,101
CHICKEN.BROILERS OR FRYERS.DK MEAT.MEAT&SKN.CKD.STWD,233,0,23.5,14.66,110
CHICKEN.BROILERS OR FRYERS.DRUMSTK.MEAT ONLY.CKD.FRIED,195,0,28.62,08.08,25
CHICKEN.BROILERS OR FRYERS.DRUMSTK.MEAT ONLY.CKD.RSTD,172,0,28.29,5.66,140
CHICKEN.BROILERS OR FRYERS.DRUMSTK.MEAT ONLY.CKD.STWD,169,0,27.5,5.71,160
CHICKEN.BROILERS OR FRYERS.DRUMSTK.MEAT ONLY.RAW,119,0,20.59,3.42,37
CHICKEN.BROILERS OR FRYERS.DRUMSTK.MEAT&SKN.CKD.FRIED.BATTER,268,8.28,21.95,15.75,43
CHICKEN.BROILERS OR FRYERS.DRUMSTK.MEAT&SKN.CKD.FRIED.FLR,245,1.63,26.96,13.72,29
CHICKEN.BROILERS OR FRYERS.DRUMSTK.MEAT&SKN.CKD.RSTD,216,0,27.03,11.15,140
CHICKEN.BROILERS OR FRYERS.DRUMSTK.MEAT&SKN.CKD.STWD,204,0,25.32,10.64,140
CHICKEN.BROILERS OR FRYERS.DRUMSTK.MEAT&SKN.RAW,161,0,19.27,8.68,44
CHICKEN.BROILERS OR FRYERS.FAT.RAW,629,0,3.73,67.95,12.8
CHICKEN.BROILERS OR FRYERS.GIBLETS.CKD.FRIED,277,4.35,32.54,13.46,145
CHICKEN.BROILERS OR FRYERS.GIBLETS.CKD.SIMMRD,158,0.43,27.15,4.5,145
CHICKEN.BROILERS OR FRYERS.GIBLETS.RAW,124,1.8,17.88,4.47,23
